des: 54.00 | now: 54.04 | du: 0.197 | p_: 00.10 | i_: 00.10
        Duty: 0.080 | Vin: 56.078 | Iin: 1.907 | Pow: 106.936 | MPP Pow: 105.207
        Duty: 0.090 | Vin: 55.925 | Iin: 1.948 | Pow: 108.919 | MPP Pow: 106.936
        Duty: 0.100 | Vin: 55.823 | Iin: 1.988 | Pow: 110.990 | MPP Pow: 108.919
        Duty: 0.110 | Vin: 55.721 | Iin: 2.025 | Pow: 112.827 | MPP Pow: 110.990
        Duty: 0.120 | Vin: 55.645 | Iin: 2.082 | Pow: 115.840 | MPP Pow: 112.827
        Duty: 0.130 | Vin: 55.467 | Iin: 2.131 | Pow: 118.175 | MPP Pow: 115.840
        Duty: 0.140 | Vin: 55.340 | Iin: 2.171 | Pow: 120.154 | MPP Pow: 118.175
        Duty: 0.150 | Vin: 55.187 | Iin: 2.224 | Pow: 122.739 | MPP Pow: 120.154
        Duty: 0.160 | Vin: 55.009 | Iin: 2.269 | Pow: 124.803 | MPP Pow: 122.739
        Duty: 0.170 | Vin: 54.831 | Iin: 2.305 | Pow: 126.405 | MPP Pow: 124.803
        Duty: 0.180 | Vin: 54.627 | Iin: 2.342 | Pow: 127.935 | MPP Pow: 126.405
        Duty: 0.190 | Vin: 54.372 | Iin: 2.387 | Pow: 129.771 | MPP Pow: 127.935
        Duty: 0.200 | Vin: 53.456 | Iin: 2.419 | Pow: 129.322 | MPP Pow: 129.771
        Duty: 0.210 | Vin: 52.463 | Iin: 2.427 | Pow: 127.347 | MPP Pow: 129.771
        Duty: 0.220 | Vin: 51.649 | Iin: 2.468 | Pow: 127.470 | MPP Pow: 129.771
        Duty: 0.230 | Vin: 51.012 | Iin: 2.517 | Pow: 128.388 | MPP Pow: 129.771
        Duty: 0.240 | Vin: 50.554 | Iin: 2.557 | Pow: 129.291 | MPP Pow: 129.771
        Duty: 0.250 | Vin: 50.070 | Iin: 2.598 | Pow: 130.090 | MPP Pow: 129.771
        Duty: 0.260 | Vin: 49.689 | Iin: 2.647 | Pow: 131.522 | MPP Pow: 130.090
        Duty: 0.270 | Vin: 49.281 | Iin: 2.679 | Pow: 132.047 | MPP Pow: 131.522
        Duty: 0.280 | Vin: 48.772 | Iin: 2.745 | Pow: 133.856 | MPP Pow: 132.047
        Duty: 0.290 | Vin: 48.339 | Iin: 2.777 | Pow: 134.240 | MPP Pow: 133.856
        Duty: 0.300 | Vin: 47.805 | Iin: 2.858 | Pow: 136.643 | MPP Pow: 134.240
        Duty: 0.310 | Vin: 47.270 | Iin: 2.887 | Pow: 136.461 | MPP Pow: 136.643
        Duty: 0.320 | Vin: 46.532 | Iin: 2.952 | Pow: 137.357 | MPP Pow: 136.643
        Duty: 0.330 | Vin: 45.616 | Iin: 2.984 | Pow: 136.135 | MPP Pow: 137.357
        Duty: 0.340 | Vin: 44.852 | Iin: 3.025 | Pow: 135.680 | MPP Pow: 137.357
        Duty: 0.350 | Vin: 44.114 | Iin: 3.045 | Pow: 134.344 | MPP Pow: 137.357
        Duty: 0.360 | Vin: 43.045 | Iin: 3.082 | Pow: 132.663 | MPP Pow: 137.357
        Duty: 0.370 | Vin: 41.950 | Iin: 3.070 | Pow: 128.778 | MPP Pow: 137.357
        Duty: 0.380 | Vin: 40.779 | Iin: 3.090 | Pow: 126.012 | MPP Pow: 137.357
        Duty: 0.390 | Vin: 39.583 | Iin: 3.094 | Pow: 122.476 | MPP Pow: 137.357
        Duty: 0.400 | Vin: 38.285 | Iin: 3.131 | Pow: 119.860 | MPP Pow: 137.357
        Duty: 0.410 | Vin: 37.165 | Iin: 3.135 | Pow: 116.505 | MPP Pow: 137.357
        Duty: 0.420 | Vin: 36.095 | Iin: 3.163 | Pow: 114.181 | MPP Pow: 137.357
        Duty: 0.430 | Vin: 34.874 | Iin: 3.167 | Pow: 110.457 | MPP Pow: 137.357
        Duty: 0.440 | Vin: 33.779 | Iin: 3.175 | Pow: 107.265 | MPP Pow: 137.357
        Duty: 0.450 | Vin: 32.634 | Iin: 3.155 | Pow: 102.964 | MPP Pow: 137.357
        Duty: 0.460 | Vin: 31.463 | Iin: 3.171 | Pow: 99.782 | MPP Pow: 137.357
        Duty: 0.470 | Vin: 30.470 | Iin: 3.175 | Pow: 96.757 | MPP Pow: 137.357
        Duty: 0.480 | Vin: 29.299 | Iin: 3.188 | Pow: 93.396 | MPP Pow: 137.357
        Duty: 0.490 | Vin: 28.332 | Iin: 3.216 | Pow: 91.119 | MPP Pow: 137.357
        Duty: 0.500 | Vin: 27.364 | Iin: 3.224 | Pow: 88.230 | MPP Pow: 137.357
des: 54.25 | now: 53.48 | du: 0.000 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 56.89 | du: 0.000 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 56.89 | du: 0.000 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 56.89 | du: 0.000 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 56.89 | du: 0.003 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 56.89 | du: 0.012 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 56.69 | du: 0.021 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 56.64 | du: 0.030 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 56.54 | du: 0.039 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 56.49 | du: 0.048 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 56.38 | du: 0.056 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 56.28 | du: 0.064 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 56.23 | du: 0.072 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 56.18 | du: 0.079 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 56.08 | du: 0.086 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 56.03 | du: 0.094 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 55.93 | du: 0.100 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 55.87 | du: 0.107 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 55.80 | du: 0.113 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 55.72 | du: 0.119 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 55.67 | du: 0.125 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 55.59 | du: 0.130 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 55.52 | du: 0.135 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 55.44 | du: 0.140 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 55.39 | du: 0.146 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 55.26 | du: 0.152 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 55.21 | du: 0.157 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 55.11 | du: 0.161 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 55.03 | du: 0.166 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 54.96 | du: 0.170 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 54.88 | du: 0.174 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 54.81 | du: 0.177 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 54.70 | du: 0.181 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 54.65 | du: 0.184 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 54.60 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 54.45 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 54.42 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 54.30 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 54.17 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 54.04 | du: 0.195 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.94 | du: 0.195 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.79 | du: 0.197 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.74 | du: 0.197 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.63 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.61 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.58 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.48 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.58 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.48 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.46 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.58 | du: 0.199 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.48 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.51 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.48 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.48 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.53 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.48 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.48 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.53 | du: 0.197 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.76 | du: 0.197 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.63 | du: 0.197 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.69 | du: 0.197 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.69 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.69 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.69 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.79 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.63 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.79 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.79 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.74 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.86 | du: 0.197 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.71 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.74 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.69 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.84 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.69 | du: 0.195 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.97 | du: 0.195 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.89 | du: 0.195 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.89 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.99 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.94 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.02 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.89 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.07 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.09 | du: 0.195 | p_: 00.10 | i_: 00.10
